,identificacao,activity,number_steps_x,Unnamed: 0,CompleteTimestamp,timestamp,number_steps_y,is_first_step,timestamp_shift,duracao,tempo_restante_conclusao,tempo_passado,day,month,year,day_of_week,is_weekend,quarter,is_quarter_end,hour,minute,second,steps,activity_cat
2059,2407,8,7,7176,2011-07-25 18:37:17,2011-07-25 18:37:17,7,0,2011-07-25 20:43:07,0.0873842592592592,36.88078703703703,0.0,25,7,2011,0,0,3,0,18,37,17,7,7
2060,2407,8,7,7179,2011-08-16 17:07:14,2011-08-16 17:07:14,7,0,2011-08-18 15:44:21,1.9424421296296297,28.6930324074074,4.813124999999999,16,8,2011,1,0,3,0,17,7,14,7,7
2061,269,8,2,742,2011-12-12 17:40:49,2011-12-12 17:40:49,2,1,2012-01-03 18:15:12,22.02387731481481,22.02387731481481,0.0,12,12,2011,0,0,4,0,17,40,49,2,7
2062,2471,9,5,7378,2011-05-11 18:35:44,2011-05-11 18:35:44,5,0,2011-05-16 16:43:13,4.921863425925926,5.024641203703704,0.0001041666666665,11,5,2011,2,0,2,0,18,35,44,5,8
2063,437,1,4,1213,2011-11-11 19:35:35,2011-11-11 19:35:35,4,1,2011-11-15 23:54:29,4.179791666666667,6.042592592592593,0.0,11,11,2011,4,0,4,0,19,35,35,4,0
2064,663,6,3,1863,2010-04-14 16:31:36,2010-04-14 16:31:36,3,0,0 days 00:00:00,0.0,0.0456018518518518,0.0456018518518518,14,4,2010,2,0,2,0,16,31,36,3,5
2065,257,8,3,708,2011-02-09 22:50:46,2011-02-09 22:50:46,3,0,2011-02-09 22:50:56,0.0001157407407407,12.088877314814814,0.0,9,2,2011,2,0,1,0,22,50,46,3,7
2066,3843,6,3,11436,2011-06-16 17:54:43,2011-06-16 17:54:43,3,0,0 days 00:00:00,0.0,0.0001273148148148,0.0001273148148148,16,6,2011,3,0,2,0,17,54,43,3,5
2067,1217,1,3,3587,2012-01-11 20:00:46,2012-01-11 20:00:46,3,1,2012-01-11 20:00:55,0.0001041666666666,18.8946875,0.0,11,1,2012,2,0,1,0,20,0,46,3,0
2068,431,6,3,1202,2012-02-03 17:29:08,2012-02-03 17:29:08,3,0,0 days 00:00:00,0.0,0.0001388888888889,0.0001388888888889,3,2,2012,4,0,1,0,17,29,8,3,5
2069,3631,1,3,10798,2011-01-05 20:21:53,2011-01-05 20:21:53,3,1,2011-01-12 00:48:08,6.184895833333333,6.185659722222222,0.0,5,1,2011,2,0,1,0,20,21,53,3,0
2070,1763,6,3,5240,2011-06-17 16:27:42,2011-06-17 16:27:42,3,0,0 days 00:00:00,0.0,0.0007291666666666,0.0007291666666666,17,6,2011,4,0,2,0,16,27,42,3,5
2071,3081,8,3,9165,2012-03-02 01:45:03,2012-03-02 01:45:03,3,0,2012-03-02 23:21:40,0.9004282407407408,0.9004282407407409,0.0,2,3,2012,4,0,1,0,1,45,3,3,7
2072,3337,1,3,9943,2011-02-18 01:56:52,2011-02-18 01:56:52,3,1,2011-02-18 19:57:42,0.7505787037037037,32.90688657407407,0.0,18,2,2011,4,0,1,0,1,56,52,3,0
2073,2314,6,3,6892,2011-01-04 19:46:28,2011-01-04 19:46:28,3,0,0 days 00:00:00,0.0,0.0006712962962962,0.0006712962962962,4,1,2011,1,0,1,0,19,46,28,3,5
2074,1752,6,6,5205,2012-02-15 23:25:54,2012-02-15 23:25:54,6,0,0 days 00:00:00,0.0,3.9128125,1.7926157407407413,15,2,2012,2,0,1,0,23,25,54,6,5
2075,300,1,3,839,2012-03-22 01:34:29,2012-03-22 01:34:29,3,1,2012-03-22 01:34:39,0.0001157407407407,4.706168981481482,0.0,22,3,2012,3,0,1,0,1,34,29,3,0
2076,1678,8,2,4970,2011-12-02 19:24:09,2011-12-02 19:24:09,2,1,2011-12-03 00:50:42,0.2267708333333333,0.2267708333333333,0.0,2,12,2011,4,0,4,0,19,24,9,2,7
2077,1981,8,4,5905,2010-05-05 00:10:37,2010-05-05 00:10:37,4,0,2010-05-05 00:10:42,5.787037037037037e-05,20.293634259259257,5.7870370369528246e-05,5,5,2010,2,0,2,0,0,10,37,4,7
2078,858,6,3,2462,2010-05-26 16:36:58,2010-05-26 16:36:58,3,0,0 days 00:00:00,0.0,0.0001967592592592,0.0001967592592592,26,5,2010,2,0,2,0,16,36,58,3,5
2079,2114,1,4,6319,2010-05-12 22:42:07,2010-05-12 22:42:07,4,1,2010-05-12 22:56:55,0.0102777777777777,39.73282407407408,0.0,12,5,2010,2,0,2,0,22,42,7,4,0
2080,674,6,5,1902,2012-02-07 17:15:11,2012-02-07 17:15:11,5,0,0 days 00:00:00,0.0,5.009895833333335,4.921678240740741,7,2,2012,1,0,1,0,17,15,11,5,5
2081,4286,8,3,12812,2012-06-28 23:43:55,2012-06-28 23:43:55,3,0,2012-06-29 15:49:20,0.6704282407407407,0.6704282407407407,0.0,28,6,2012,3,0,2,0,23,43,55,3,7
2082,1549,1,3,4590,2010-09-13 15:47:09,2010-09-13 15:47:09,3,1,2010-09-13 15:47:26,0.0001967592592592,6.993206018518518,0.0,13,9,2010,0,0,3,0,15,47,9,3,0
2083,2899,1,3,8654,2012-06-14 16:21:01,2012-06-14 16:21:01,3,1,2012-06-15 15:33:09,0.9667592592592592,4.166678240740741,0.0,14,6,2012,3,0,2,0,16,21,1,3,0
2084,1765,6,3,5243,2011-01-19 17:04:45,2011-01-19 17:04:45,3,0,0 days 00:00:00,0.0,0.0002546296296301,0.0002546296296301,19,1,2011,2,0,1,0,17,4,45,3,5
2085,410,6,3,1135,2010-11-23 23:08:12,2010-11-23 23:08:12,3,0,0 days 00:00:00,0.0,0.000451388888889,0.000451388888889,23,11,2010,1,0,4,0,23,8,12,3,5
2086,2816,8,4,8398,2010-06-11 23:42:59,2010-06-11 23:42:59,4,0,2010-06-11 23:43:06,8.101851851851852e-05,3.9772800925925926,0.0,11,6,2010,4,0,2,0,23,42,59,4,7
2087,2316,8,4,6895,2011-07-06 18:55:31,2011-07-06 18:55:31,4,0,2011-07-06 18:55:57,0.0003009259259259,1.0367708333333332,0.0003009259259258,6,7,2011,2,0,3,0,18,55,31,4,7
2088,2709,9,5,8058,2010-11-17 23:02:04,2010-11-17 23:02:04,5,0,2010-11-22 17:59:12,4.789675925925926,5.672384259259259,0.0006481481481479,17,11,2010,2,0,4,0,23,2,4,5,8
2089,819,8,3,2362,2012-06-08 20:49:28,2012-06-08 20:49:28,3,0,2012-06-12 18:43:27,3.912488425925926,3.912488425925926,0.0,8,6,2012,4,0,2,0,20,49,28,3,7
2090,4126,1,4,12306,2011-10-06 16:38:15,2011-10-06 16:38:15,4,1,2011-10-21 17:00:59,15.015787037037038,20.04011574074074,0.0,6,10,2011,3,0,4,0,16,38,15,4,0
2091,96,6,4,247,2012-02-29 17:25:13,2012-02-29 17:25:13,4,0,2012-02-29 17:25:14,1.1574074074074072e-05,0.9807291666666668,1.1574074074038876e-05,29,2,2012,2,0,1,0,17,25,13,4,5
2092,96,6,4,248,2012-02-29 17:25:14,2012-02-29 17:25:14,4,0,0 days 00:00:00,0.0,0.6815740740740741,0.6815625,29,2,2012,2,0,1,0,17,25,14,4,5
2093,1857,1,3,5528,2012-02-21 20:15:35,2012-02-21 20:15:35,3,1,2012-02-21 20:15:46,0.0001273148148148,7.959907407407408,0.0,21,2,2012,1,0,1,0,20,15,35,3,0
2094,19,6,3,42,2010-07-09 18:11:18,2010-07-09 18:11:18,3,0,0 days 00:00:00,0.0,0.0003009259259258,0.0003009259259258,9,7,2010,4,0,3,0,18,11,18,3,5
2095,1897,1,5,5636,2011-02-17 01:53:55,2011-02-17 01:53:55,5,1,2011-02-17 18:00:13,0.6710416666666666,12.89695601851852,0.0,17,2,2011,3,0,1,0,1,53,55,5,0
2096,3215,6,3,9576,2012-08-22 16:46:25,2012-08-22 16:46:25,3,0,0 days 00:00:00,0.0,9.708726851851852,9.70872685185185,22,8,2012,2,0,3,0,16,46,25,3,5
2097,1701,1,4,5045,2010-02-19 20:15:15,2010-02-19 20:15:15,4,1,2010-03-05 19:10:46,13.955219907407407,14.243252314814814,0.0,19,2,2010,4,0,1,0,20,15,15,4,0
2098,1701,1,4,5046,2010-03-05 19:10:46,2010-03-05 19:10:46,4,0,2010-03-05 20:05:36,0.0380787037037037,14.20517361111111,0.0,5,3,2010,4,0,1,0,19,10,46,4,0
2099,3337,6,3,9945,2011-03-22 23:42:47,2011-03-22 23:42:47,3,0,0 days 00:00:00,0.0,0.7505787037037024,0.7505787037037024,22,3,2011,1,0,1,0,23,42,47,3,5
2100,1134,6,3,3323,2012-07-17 20:52:35,2012-07-17 20:52:35,3,0,0 days 00:00:00,0.0,9.259259259258856e-05,9.259259259258856e-05,17,7,2012,1,0,3,0,20,52,35,3,5
2101,4248,6,2,12679,2012-08-02 20:45:36,2012-08-02 20:45:36,2,0,0 days 00:00:00,0.0,0.0,0.0,2,8,2012,3,0,3,0,20,45,36,2,5
2102,3244,8,4,9654,2010-05-04 21:50:07,2010-05-04 21:50:07,4,0,2010-05-19 22:42:03,15.036064814814814,15.036550925925928,0.0004861111111118,4,5,2010,1,0,2,0,21,50,7,4,7
2103,4467,6,7,13362,2011-07-20 00:11:29,2011-07-20 00:11:29,7,0,0 days 00:00:00,0.0,13.946388888888889,7.669594907407408,20,7,2011,2,0,3,0,0,11,29,7,5
2104,4099,8,3,12224,2010-12-08 00:02:54,2010-12-08 00:02:54,3,0,2010-12-08 00:03:03,0.0001041666666666,5.963101851851852,0.0,8,12,2010,2,0,4,0,0,2,54,3,7
2105,2578,8,4,7695,2010-08-06 20:18:34,2010-08-06 20:18:34,4,0,2010-08-10 20:31:55,4.009270833333333,10.925648148148149,2.9593634259259254,6,8,2010,4,0,3,0,20,18,34,4,7
2106,4033,6,3,12019,2010-09-22 23:45:26,2010-09-22 23:45:26,3,0,0 days 00:00:00,0.0,0.0016319444444441,0.0016319444444441,22,9,2010,2,0,3,0,23,45,26,3,5
2107,1166,8,3,3417,2010-10-26 15:49:21,2010-10-26 15:49:21,3,0,2010-10-26 15:50:24,0.0007291666666666,0.7731481481481481,0.0,26,10,2010,1,0,4,0,15,49,21,3,7
2108,2295,1,7,6826,2011-02-22 18:20:32,2011-02-22 18:20:32,7,1,2011-02-22 18:20:43,0.0001273148148148,17.05199074074074,0.0,22,2,2011,1,0,1,0,18,20,32,7,0
2109,3308,9,4,9864,2011-02-05 00:32:08,2011-02-05 00:32:08,4,0,2011-02-12 01:35:21,7.043900462962963,9.258113425925927,0.955243055555556,5,2,2011,5,1,1,0,0,32,8,4,8
2110,2421,6,3,7228,2012-04-11 20:47:32,2012-04-11 20:47:32,3,0,0 days 00:00:00,0.0,9.259259259259205e-05,9.259259259259205e-05,11,4,2012,2,0,2,0,20,47,32,3,5
2111,2382,2,4,7103,2012-02-14 21:01:09,2012-02-14 21:01:09,4,0,2012-03-06 19:38:40,20.942719907407408,20.94293981481481,0.0002199074074091,14,2,2012,1,0,1,0,21,1,9,4,1
2112,1999,6,4,5959,2012-06-29 16:15:59,2012-06-29 16:15:59,4,0,2012-06-29 16:16:00,1.1574074074074072e-05,0.9702546296296296,1.1574074074038876e-05,29,6,2012,4,0,2,0,16,15,59,4,5
2113,1999,6,4,5960,2012-06-29 16:16:00,2012-06-29 16:16:00,4,0,0 days 00:00:00,0.0,0.0001157407407407,0.0001041666666666,29,6,2012,4,0,2,0,16,16,0,4,5
2114,697,1,3,1963,2011-07-15 18:12:16,2011-07-15 18:12:16,3,1,2011-07-15 18:13:23,0.0007754629629629,0.0875578703703703,0.0,15,7,2011,4,0,3,0,18,12,16,3,0
2115,3952,8,3,11754,2011-09-02 16:41:40,2011-09-02 16:41:40,3,0,2011-09-12 17:00:24,10.01300925925926,17.049224537037038,0.0,2,9,2011,4,0,3,0,16,41,40,3,7
2116,278,1,6,775,2010-05-24 20:55:50,2010-05-24 20:55:50,6,1,2010-05-25 23:38:49,1.1131828703703703,28.980486111111112,0.0,24,5,2010,0,0,2,0,20,55,50,6,0
2117,1062,9,3,3108,2012-01-12 22:49:28,2012-01-12 22:49:28,3,0,2012-02-08 00:06:45,26.053668981481483,26.053668981481483,0.0,12,1,2012,3,0,1,0,22,49,28,3,8
2118,404,1,3,1118,2010-01-20 02:01:04,2010-01-20 02:01:04,3,1,2010-02-11 23:30:44,22.89560185185185,22.895740740740735,0.0,20,1,2010,2,0,1,0,2,1,4,3,0
2119,4087,9,4,12188,2012-02-03 20:51:14,2012-02-03 20:51:14,4,0,2012-02-09 21:02:21,6.007719907407408,21.99334490740741,0.8567129629629626,3,2,2012,4,0,1,0,20,51,14,4,8
2120,4057,8,3,12100,2011-05-17 22:33:01,2011-05-17 22:33:01,3,0,2011-05-17 22:34:44,0.0011921296296296,0.0011921296296296,0.0,17,5,2011,1,0,2,0,22,33,1,3,7
2121,4189,8,3,12492,2012-05-11 23:49:27,2012-05-11 23:49:27,3,0,2012-05-16 00:11:54,4.015590277777778,4.015590277777778,0.0,11,5,2012,4,0,2,0,23,49,27,3,7
2122,649,1,3,1818,2011-05-10 15:37:28,2011-05-10 15:37:28,3,1,2011-05-10 15:37:56,0.000324074074074,0.0364583333333333,0.0,10,5,2011,1,0,2,0,15,37,28,3,0
2123,3826,1,4,11368,2011-06-17 21:30:49,2011-06-17 21:30:49,4,1,2011-06-17 21:31:01,0.0001388888888888,0.005324074074074,0.0,17,6,2011,4,0,2,0,21,30,49,4,0
2124,3826,1,4,11369,2011-06-17 21:31:01,2011-06-17 21:31:01,4,0,2011-06-17 21:36:06,0.0035300925925925,0.0051851851851851,0.0,17,6,2011,4,0,2,0,21,31,1,4,0
2125,492,6,3,1372,2012-05-31 21:28:36,2012-05-31 21:28:36,3,0,0 days 00:00:00,0.0,0.2702777777777777,0.2702777777777778,31,5,2012,3,0,2,0,21,28,36,3,5
2126,1981,1,4,5903,2010-04-14 17:07:44,2010-04-14 17:07:44,4,1,2010-05-05 00:10:29,20.293576388888887,20.29372685185185,0.0,14,4,2010,2,0,2,0,17,7,44,4,0
2127,1981,1,4,5904,2010-05-05 00:10:29,2010-05-05 00:10:29,4,0,2010-05-05 00:10:37,9.25925925925926e-05,20.29366898148148,0.0,5,5,2010,2,0,2,0,0,10,29,4,0
2128,4005,8,4,11927,2011-09-26 21:33:27,2011-09-26 21:33:27,4,0,2011-09-27 21:34:48,1.0009375,13.232592592592592,0.0,26,9,2011,0,0,3,0,21,33,27,4,7
2129,915,6,3,2649,2011-01-11 17:45:19,2011-01-11 17:45:19,3,0,0 days 00:00:00,0.0,0.9227546296296296,0.9227546296296296,11,1,2011,1,0,1,0,17,45,19,3,5
2130,3481,3,4,10355,2011-01-25 22:33:04,2011-01-25 22:33:04,4,1,2011-01-25 22:33:18,0.000162037037037,0.0015972222222222,0.0,25,1,2011,1,0,1,0,22,33,4,4,2
2131,4555,1,3,13623,2012-04-12 23:57:01,2012-04-12 23:57:01,3,1,2012-04-13 15:19:06,0.6403356481481481,0.6649652777777778,0.0,12,4,2012,3,0,2,0,23,57,1,3,0
2132,1783,8,3,5291,2010-07-21 16:40:38,2010-07-21 16:40:38,3,0,2010-07-21 16:40:52,0.000162037037037,21.677523148148147,0.0,21,7,2010,2,0,3,0,16,40,38,3,7
2133,2751,6,5,8206,2011-03-04 18:18:42,2011-03-04 18:18:42,5,0,0 days 00:00:00,0.0,2.7065277777777776,2.706053240740742,4,3,2011,4,0,1,0,18,18,42,5,5
2134,1630,6,3,4838,2012-08-21 23:57:01,2012-08-21 23:57:01,3,0,0 days 00:00:00,0.0,0.2722222222222221,0.2722222222222221,21,8,2012,1,0,3,0,23,57,1,3,5
2135,2489,1,3,7430,2012-07-20 18:15:16,2012-07-20 18:15:16,3,1,2012-07-23 16:57:49,2.9462152777777777,3.101840277777778,0.0,20,7,2012,4,0,3,0,18,15,16,3,0
2136,1362,1,3,4018,2011-11-09 22:27:25,2011-11-09 22:27:25,3,1,2011-11-09 22:46:24,0.0131828703703703,0.8124305555555555,0.0,9,11,2011,2,0,4,0,22,27,25,3,0
2137,2830,8,3,8447,2012-03-12 20:23:53,2012-03-12 20:23:53,3,0,2012-03-14 19:49:24,1.9760532407407407,1.9760532407407407,0.0,12,3,2012,0,0,1,0,20,23,53,3,7
2138,2913,1,3,8696,2012-03-21 01:22:54,2012-03-21 01:22:54,3,1,2012-03-21 01:23:03,0.0001041666666666,1.7933333333333332,0.0,21,3,2012,2,0,1,0,1,22,54,3,0
2139,4130,3,4,12321,2010-09-24 16:16:06,2010-09-24 16:16:06,4,1,2010-09-24 16:39:24,0.0161805555555555,0.0460416666666666,0.0,24,9,2010,4,0,3,0,16,16,6,4,2
2140,171,1,4,459,2011-08-29 22:12:48,2011-08-29 22:12:48,4,1,2011-08-30 17:49:49,0.8173726851851851,1.7235763888888889,0.0,29,8,2011,0,0,3,0,22,12,48,4,0
2141,171,1,4,460,2011-08-30 17:49:49,2011-08-30 17:49:49,4,0,2011-08-30 18:06:35,0.0116435185185185,1.7119328703703705,0.0,30,8,2011,1,0,3,0,17,49,49,4,0
2142,4254,8,4,12703,2012-01-02 18:43:06,2012-01-02 18:43:06,4,0,2012-01-09 17:35:57,6.953368055555556,7.147893518518519,0.0,2,1,2012,0,0,1,0,18,43,6,4,7
2143,3935,6,3,11703,2011-12-06 00:21:03,2011-12-06 00:21:03,3,0,0 days 00:00:00,0.0,0.0403935185185186,0.0403935185185186,6,12,2011,1,0,4,0,0,21,3,3,5
2144,3099,9,4,9223,2011-07-25 18:28:19,2011-07-25 18:28:19,4,0,2011-08-05 23:12:49,11.197569444444444,11.198113425925923,0.0005439814814813,25,7,2011,0,0,3,0,18,28,19,4,8
2145,466,8,3,1300,2012-06-15 23:35:08,2012-06-15 23:35:08,3,0,2012-06-18 18:34:55,2.791516203703704,2.791516203703704,0.0,15,6,2012,4,0,2,0,23,35,8,3,7
2146,369,8,4,1031,2011-07-14 16:37:19,2011-07-14 16:37:19,4,0,2011-07-14 16:51:59,0.0101851851851851,0.7949652777777778,0.0,14,7,2011,3,0,3,0,16,37,19,4,7
2147,369,8,4,1032,2011-07-14 16:51:59,2011-07-14 16:51:59,4,0,2011-07-14 17:23:03,0.021574074074074,0.7835763888888889,0.0101851851851851,14,7,2011,3,0,3,0,16,51,59,4,7
2148,2544,8,5,7591,2010-06-11 18:55:32,2010-06-11 18:55:32,5,0,2010-06-11 18:55:44,0.0001388888888888,15.087986111111112,0.0001388888888893,11,6,2010,4,0,2,0,18,55,32,5,7
2149,931,1,3,2702,2012-02-28 20:33:55,2012-02-28 20:33:55,3,1,2012-02-29 02:09:58,0.2333680555555555,0.2348842592592592,0.0,28,2,2012,1,0,1,0,20,33,55,3,0
2150,188,8,3,514,2012-01-09 22:59:09,2012-01-09 22:59:09,3,0,2012-01-10 18:03:01,0.7943518518518519,0.7943518518518519,0.0,9,1,2012,0,0,1,0,22,59,9,3,7
2151,1295,6,3,3824,2012-04-13 15:59:58,2012-04-13 15:59:58,3,0,0 days 00:00:00,0.0,0.0001041666666666,0.0001041666666666,13,4,2012,4,0,2,0,15,59,58,3,5
2152,1283,1,3,3785,2010-05-17 22:50:31,2010-05-17 22:50:31,3,1,2010-05-25 17:00:26,7.756886574074074,7.757013888888889,0.0,17,5,2010,0,0,2,0,22,50,31,3,0
2153,1412,8,3,4156,2012-05-21 23:16:58,2012-05-21 23:16:58,3,0,2012-05-21 23:18:19,0.0009375,0.1724537037037037,0.0,21,5,2012,0,0,2,0,23,16,58,3,7
2154,1461,1,3,4302,2010-10-20 23:46:44,2010-10-20 23:46:44,3,1,2010-10-21 22:31:10,0.9475231481481482,1.8938657407407409,0.0,20,10,2010,2,0,4,0,23,46,44,3,0
2155,2478,8,3,7395,2011-11-29 22:30:31,2011-11-29 22:30:31,3,0,2011-11-29 23:50:43,0.0556944444444444,0.0556944444444444,0.0,29,11,2011,1,0,4,0,22,30,31,3,7
2156,2407,6,7,7178,2011-08-05 21:35:14,2011-08-05 21:35:14,7,0,2011-08-16 17:07:14,10.813888888888888,32.15504629629629,1.942442129629633,5,8,2011,4,0,3,0,21,35,14,7,5
2157,2407,6,7,7181,2011-08-26 22:20:33,2011-08-26 22:20:33,7,0,0 days 00:00:00,0.0,25.93197916666666,10.81388888888889,26,8,2011,4,0,3,0,22,20,33,7,5
2158,395,8,3,1096,2011-12-15 19:32:56,2011-12-15 19:32:56,3,0,2011-12-15 19:49:44,0.0116666666666666,0.0116666666666666,0.0,15,12,2011,3,0,4,0,19,32,56,3,7
2159,1825,8,4,5428,2012-03-06 18:26:51,2012-03-06 18:26:51,4,0,2012-03-13 23:52:53,7.226412037037037,21.91509259259259,0.0,6,3,2012,1,0,1,0,18,26,51,4,7
2160,3089,6,4,9193,2011-11-24 23:41:23,2011-11-24 23:41:23,4,0,0 days 00:00:00,0.0,5.914594907407407,4.004791666666667,24,11,2011,3,0,4,0,23,41,23,4,5
2161,985,6,3,2873,2010-08-25 18:56:21,2010-08-25 18:56:21,3,0,0 days 00:00:00,0.0,0.0010763888888888,0.0010763888888888,25,8,2010,2,0,3,0,18,56,21,3,5
2162,2045,1,3,6103,2010-10-27 00:01:15,2010-10-27 00:01:15,3,1,2010-10-27 21:36:39,0.8995833333333333,0.9067129629629628,0.0,27,10,2010,2,0,4,0,0,1,15,3,0
2163,2434,1,3,7267,2011-10-06 22:37:06,2011-10-06 22:37:06,3,1,2011-10-06 22:46:24,0.0064583333333333,8.048055555555555,0.0,6,10,2011,3,0,4,0,22,37,6,3,0
2164,660,6,5,1853,2012-02-27 18:19:36,2012-02-27 18:19:36,5,0,0 days 00:00:00,0.0,23.46585648148148,11.70894675925926,27,2,2012,0,0,1,0,18,19,36,5,5
2165,3287,8,7,9791,2010-08-23 20:22:02,2010-08-23 20:22:02,7,0,2010-08-23 20:22:19,0.0001967592592592,27.85445601851852,0.0,23,8,2010,0,0,3,0,20,22,2,7,7
2166,3287,8,7,9793,2010-09-13 18:23:43,2010-09-13 18:23:43,7,0,2010-09-13 18:23:48,5.787037037037037e-05,27.854317129629628,8.101851851805009e-05,13,9,2010,0,0,3,0,18,23,43,7,7
2167,3287,8,7,9795,2010-09-20 16:51:58,2010-09-20 16:51:58,7,0,2010-09-20 16:52:05,8.101851851851852e-05,20.91828703703704,0.0003124999999997,20,9,2010,0,0,3,0,16,51,58,7,7
2168,4531,8,2,13555,2012-01-25 18:28:06,2012-01-25 18:28:06,2,1,2012-01-25 22:57:09,0.1868402777777777,0.1868402777777777,0.0,25,1,2012,2,0,1,0,18,28,6,2,7
2169,471,8,5,1313,2011-05-24 16:28:14,2011-05-24 16:28:14,5,0,2011-05-27 22:02:35,3.2321875,10.203888888888889,0.0,24,5,2011,1,0,2,0,16,28,14,5,7
2170,471,8,5,1315,2011-06-03 21:21:28,2011-06-03 21:21:28,5,0,2011-06-03 21:21:36,9.25925925925926e-05,6.971793981481481,0.0002546296296301,3,6,2011,4,0,2,0,21,21,28,5,7
2171,4246,6,3,12674,2011-05-09 17:49:18,2011-05-09 17:49:18,3,0,0 days 00:00:00,0.0,0.0001736111111111,0.0001736111111111,9,5,2011,0,0,2,0,17,49,18,3,5
2172,1670,9,5,4952,2010-07-23 23:44:43,2010-07-23 23:44:43,5,0,2010-07-27 22:46:11,3.959351851851852,4.963518518518519,8.101851851893827e-05,23,7,2010,4,0,3,0,23,44,43,5,8
2173,729,6,3,2070,2011-06-10 21:56:43,2011-06-10 21:56:43,3,0,0 days 00:00:00,0.0,0.9097569444444442,0.9097569444444442,10,6,2011,4,0,2,0,21,56,43,3,5
2174,177,1,3,480,2012-01-18 17:12:04,2012-01-18 17:12:04,3,1,2012-01-18 17:21:52,0.0068055555555555,0.0624884259259259,0.0,18,1,2012,2,0,1,0,17,12,4,3,0
2175,2985,6,5,8903,2012-07-25 16:29:47,2012-07-25 16:29:47,5,0,0 days 00:00:00,0.0,9.106412037037035,8.99795138888889,25,7,2012,2,0,3,0,16,29,47,5,5
2176,876,1,4,2515,2012-08-06 16:21:37,2012-08-06 16:21:37,4,1,2012-08-06 16:30:52,0.0064236111111111,20.973657407407405,0.0,6,8,2012,0,0,3,0,16,21,37,4,0
2177,1369,1,6,4033,2011-08-10 20:49:59,2011-08-10 20:49:59,6,0,2011-08-10 20:50:00,1.1574074074074072e-05,16.18025462962963,0.0,10,8,2011,2,0,3,0,20,49,59,6,0
2178,1369,1,6,4034,2011-08-10 20:50:00,2011-08-10 20:50:00,6,0,2011-08-22 22:12:17,12.057141203703704,16.175879629629627,1.1574074072484564e-05,10,8,2011,2,0,3,0,20,50,0,6,0
2179,602,8,4,1688,2012-05-02 15:39:30,2012-05-02 15:39:30,4,0,2012-05-09 22:23:42,7.280694444444444,29.21295138888889,0.0,2,5,2012,2,0,2,0,15,39,30,4,7
2180,3236,1,3,9630,2012-07-16 18:15:14,2012-07-16 18:15:14,3,1,2012-07-16 18:15:52,0.0004398148148148,0.1309953703703703,0.0,16,7,2012,0,0,3,0,18,15,14,3,0
2181,767,1,3,2189,2012-02-22 23:21:08,2012-02-22 23:21:08,3,1,2012-02-23 20:37:08,0.8861111111111111,4.789201388888889,0.0,22,2,2012,2,0,1,0,23,21,8,3,0
2182,108,1,3,272,2011-01-12 20:28:16,2011-01-12 20:28:16,3,1,2011-01-24 18:21:26,11.911921296296295,13.864155092592592,0.0,12,1,2011,2,0,1,0,20,28,16,3,0
2183,1172,9,4,3439,2012-04-02 15:52:47,2012-04-02 15:52:47,4,0,2012-04-02 17:05:06,0.0502199074074074,10.153020833333333,0.0502199074074081,2,4,2012,0,0,2,0,15,52,47,4,8
2184,440,6,3,1222,2011-06-08 16:50:52,2011-06-08 16:50:52,3,0,0 days 00:00:00,0.0,0.0004050925925925,0.0004050925925925,8,6,2011,2,0,2,0,16,50,52,3,5
2185,482,1,3,1344,2012-07-27 22:35:58,2012-07-27 22:35:58,3,1,2012-07-30 16:24:22,2.7419444444444445,2.7419444444444445,0.0,27,7,2012,4,0,3,0,22,35,58,3,0
2186,4450,8,4,13308,2011-06-29 23:26:53,2011-06-29 23:26:53,4,0,2011-06-29 23:33:37,0.0046759259259259,2.237048611111111,0.0002314814814816,29,6,2011,2,0,2,0,23,26,53,4,7
2187,647,8,3,1813,2011-02-28 23:27:14,2011-02-28 23:27:14,3,0,2011-03-01 18:39:56,0.8004861111111111,0.8004861111111111,0.0,28,2,2011,0,0,1,0,23,27,14,3,7
2188,518,8,5,1452,2011-03-26 02:11:53,2011-03-26 02:11:53,5,0,2011-04-05 21:04:16,10.786377314814814,27.624803240740736,0.0,26,3,2011,5,1,1,0,2,11,53,5,7
2189,518,8,5,1454,2011-04-22 16:10:57,2011-04-22 16:10:57,5,0,2011-04-22 17:11:36,0.0421180555555555,16.838854166666664,0.0421180555555551,22,4,2011,4,0,2,0,16,10,57,5,7
2190,125,8,5,328,2010-08-19 17:49:49,2010-08-19 17:49:49,5,0,2010-08-19 18:07:15,0.0121064814814814,24.958217592592597,0.0,19,8,2010,3,0,3,0,17,49,49,5,7
2191,125,8,5,330,2010-09-13 16:15:21,2010-09-13 16:15:21,5,0,2010-09-13 16:49:39,0.0238194444444444,24.935092592592596,0.0121064814814815,13,9,2010,0,0,3,0,16,15,21,5,7
2192,2726,1,5,8113,2011-01-11 20:20:28,2011-01-11 20:20:28,5,1,2011-01-12 20:31:25,1.0076041666666666,6.984895833333333,0.0,11,1,2011,1,0,1,0,20,20,28,5,0
2193,3744,8,6,11108,2011-04-27 18:27:13,2011-04-27 18:27:13,6,0,2011-04-28 18:35:37,1.0058333333333334,13.684155092592594,0.0,27,4,2011,2,0,2,0,18,27,13,6,7
